CollectionCode	HMS	StructuredFormula	StructureType	Authors	CellParameter	CellVolume	FormulaWeight	Temperature	PublicationYear	Quality	A1	A1_frac	A2	A2_frac	B1	B1_frac	B2	B2_frac	O	O_frac	a	b	c	alpha	beta	gamma	SpaceGroupNum	CrystalClass	atom_numA1	atom_numA2	atom_numB1	atom_numB2	atom_numO	mend_numA1	mend_numA2	mend_numB1	mend_numB2	mend_numO	atomic_rA1	atomic_rA2	atomic_rB1	atomic_rB2	atomic_rO	A1_X	A2_X	B1_X	B2_X	O_X	M_A1	M_A2	M_B1	M_B2	M_O	V_A1	V_A2	V_B1	V_B2	V_O	therm_con_A1	therm_con_A2	therm_con_B1	therm_con_B2	therm_con_O	polarizability_A1	polarizability_A2	polarizability_B1	polarizability_B2	polarizability_O	lattice_const_A1	lattice_const_A2	lattice_const_B1	lattice_const_B2	lattice_const_O	Row_A1	Row_A2	Row_B1	Row_B2	Row_O	Group_A1	Group_A2	Group_B1	Group_B2	Group_O	nA	nB	nO	rA_avg	rB_avg	rO	rA/rB	rA/rO	rB/rO	rA-rB	Goldschmidt_TF	SISSO_1	SISSO_2	SISSO_3	SISSO_4	SISSO_5	SISSO_6	SISSO_7	SISSO_8	SISSO_9	SISSO_10
40265	P n n 2	Li2Sn(TeO6)	Li2TiTeO6	Choisnet, J.; Rulmont, A.; Tarte, P.	5.192(2) 4.927(2) 8.513(5) 90 90 90	217.77	356.162	293	1989	-1	Li	1	_	0	Sn	0.5	Te	0.5	O	3	5.192	4.927	8.513	90	90	90	34	orthorhombic	3	0	50	52	8	12	0	83	92	101	1.45	0	1.45	1.4	0.6	0.98	0	1.96	2.1	3.44	6.941	0	118.71	127.6	15.9994	13.02	0	16.29	20.46	17.36	85	0	67	3	0.02658	164.1125	0	53	38	5.3	3.49	0	5.82	4.45	6.83	2	0	5	5	2	1	0	14	16	16	1	5	-2	0.9	0.765	1.26	1.1764705882	0.7142857143	0.6071428571	0.135	0.7542472333	47.991375	24.53	2.47	0.0008969907	36.57	165.0710294118	165.690276645	167.105212991	-0.645453866	1.1248039216
80423	P m n 21	(CsTa)B2O6	CsNbOB2O5	Akella, A.; Keszler, D.A.	7.5479(9) 3.9064(4) 9.7713(9) 90 90 90	288.11	431.476	293	1995	10	Cs	0.5	Ta	0.5	B	1	_	0	O	3	7.5479	3.9064	9.7713	90	90	90	31	orthorhombic	55	73	5	0	8	8	52	86	0	101	2.6	1.45	0.85	0	0.6	0.79	1.5	2.04	0	3.44	132.9054519	180.94788	10.811	0	15.9994	70.94	10.85	4.39	0	17.36	36	57	27	0	0.02658	400.9	74	20.5	0	5.3	6.05	3.31	8.73	0	6.83	6	6	2	0	2	1	5	13	0	16	3	3	-2	1.295	0.41	1.26	3.1585365854	1.0277777778	0.3253968254	0.885	1.0818310335	0.884	66.04	7.35	0.005078125	55.08	404.6264634146	404.8232944481	407.6512804051	-0.3447126807	2.3985365854
88703	I 4/m	Ba2Cu(TeO6)	Sr2NiWO6	Iwanaga, D.; Inaguma, Y.; Itoh, M.	5.5903(1) 5.5903(1) 8.6426(3) 90 90 90	270.09	561.824	293	1999	-1	Ba	1	_	0	Cu	0.5	Te	0.5	O	3	5.5903	5.5903	8.6426	90	90	90	87	tetragonal	56	0	29	52	8	14	0	72	92	101	2.15	0	1.35	1.4	0.6	0.89	0	1.9	2.1	3.44	137.327	0	63.546	127.6	15.9994	38.16	0	7.11	20.46	17.36	18	0	400	3	0.02658	272	0	46.5	38	5.3	5.02	0	3.61	4.45	6.83	6	0	4	5	2	2	0	11	16	16	2	4	-2	1.49	0.785	1.26	1.898089172	1.1825396825	0.623015873	0.705	0.9508770896	34.661625	4.81	7.14	0.0003097668	4.29	276.806910828	277.0527879176	278.9757233578	-0.5095408561	1.2645177434
24975	I 41/a c d S	Na2U(SiO6)		Shashkin, D.P.; Lur'e, E.A. (Lure, E.A.); Belov, N.V.	12.718(1) 12.718(1) 13.376(1) 90 90 90	2163.53	408.09	293	1974	10	Na	1	_	0	U	0.5	Si	0.5	O	3	12.718	12.718	13.376	90	90	90			11	0	92	14	8	11	0	45	85	101	1.8	0	1.75	1.1	0.6	0.93	0	1.38	1.9	3.44	22.98976928	0	238.02891	28.0855	15.9994	23.78	0	12.49	12.06	17.36	140	0	27	150	0.02658	162.7	0	129	37.3	5.3	4.23	0	2.85	5.43	6.83	3	0	9	3	2	1	0	6	14	16	1	5	-2	1.16	0.705	1.26	1.6453900709	0.9206349206	0.5595238095	0.455	0.8708388857	121.788	97.42	4.35	0.1113448535	102.04	164.5096099291	164.9254488148	166.6839859469	-0.5532760449	1.2812991618
1526	P b c a	(Co0.224Mg0.776)(SiO3)	Pyroxene#MgSiO3	Hawthorne, F.C.; Ito, J.	18.2330(70) 8.836(6) 5.188(3) 90 90 90	835.82	108.1479	293	1978		Co	0.224	Mg	0.776	Si	1	_	0	O	3	18.233	8.836	5.188	90	90	90	61	orthorhombic	27	12	14	0	8	64	73	85	0	101	1.35	1.5	1.1	0	0.6	1.88	1.31	1.9	0	3.44	58.933195	24.305	28.0855	0	15.9994	6.67	14	12.06	0	17.36	100	160	150	0	0.02658	55	71.2	37.3	0	5.3	2.51	3.21	5.43	0	6.83	4	3	3	0	2	9	2	14	0	16	2	4	-2	0.84432	0.54	1.26	1.5635555556	0.6700952381	0.4285714286	0.30432	0.8266549677	32.939625	15.28	5.33	5.14984130859375E-06	27.38	57.7407644444	58.2630994121	59.8912073601	-0.6617153841	1.2748605556
1527	P b c a	(Mg0.925Mn0.075)(SiO3)	Pyroxene#MgSiO3	Hawthorne, F.C.; Ito, J.	18.2700(60) 8.833(6) 5.195(3) 90 90 90	838.36	102.6903	293	1978		Mg	0.925	Mn	0.075	Si	1	_	0	O	3	18.27	8.833	5.195	90	90	90	61	orthorhombic	12	25	14	0	8	73	60	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.55	1.9	0	3.44	24.305	54.938045	28.0855	0	15.9994	14	7.35	12.06	0	17.36	160	7.8	150	0	0.02658	71.2	68	37.3	0	5.3	3.21	8.89	5.43	0	6.83	3	4	3	0	2	2	7	14	0	16	2	4	-2	0.85625	0.54	1.26	1.5856481481	0.6795634921	0.4285714286	0.31625	0.8313415143	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9306018519	73.4456933661	75.0912073601	-0.6601865775	1.2830967783
9848	P b c a	(Mg1.78Fe.22)Si2O6	Pyroxene#MgSiO3	Schubert, G.	18.2380(80) 8.828(5) 5.184(5) 90 90 90	834.65	207.7248	293	1972		Mg	0.89	Fe	0.11	Si	1	_	0	O	3	18.238	8.828	5.184	90	90	90	61	orthorhombic	12	26	14	0	8	73	61	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.83	1.9	0	3.44	24.305	55.845	28.0855	0	15.9994	14	7.09	12.06	0	17.36	160	80	150	0	0.02658	71.2	62	37.3	0	5.3	3.21	2.87	5.43	0	6.83	3	4	3	0	2	2	8	14	0	16	2	4	-2	0.8479	0.54	1.26	1.5701851852	0.6729365079	0.4285714286	0.3079	0.8280613245	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9377148148	73.4578761393	75.0912073601	-0.6626064703	1.2759838153
10114	C 1 2/c 1	(Fe1.5Ca0.5)(SiO3)2	Pyroxene#CaMg(SiO3)2	Ohashi, Y.; Burnham, C.W.; Finger, L.W.	9.781(2) 9.072(2) 5.246(2) 90 106.55(2) 90	446.21	255.981	293	1975		Fe	0.75	Ca	0.25	Si	1	_	0	O	3	9.781	9.072	5.246	90	106.55	90	15	monoclinic	26	20	14	0	8	61	16	85	0	101	1.4	1.8	1.1	0	0.6	1.83	1	1.9	0	3.44	55.845	40.078	28.0855	0	15.9994	7.09	26.2	12.06	0	17.36	80	200	150	0	0.02658	62	160.8	37.3	0	5.3	2.87	5.58	5.43	0	6.83	4	4	3	0	2	8	2	14	0	16	2	4	-2	0.8475	0.54	1.26	1.5694444444	0.6726190476	0.4285714286	0.3075	0.8279041896	32.656	14.81	5.33	6.1679171384389E-06	26.91	64.7380555556	65.2584597452	66.8912073601	-0.6600273984	1.2783378871
10115	C 1 2/c 1	(Fe1.6Ca0.4)(SiO3)2	Pyroxene#CaMg(SiO3)2	Ohashi, Y.; Burnham, C.W.; Finger, L.W.	9.760(6) 9.057(8) 5.234(3) 90 106.47(5) 90	443.68	257.558	293	1975		Fe	0.8	Ca	0.2	Si	1	_	0	O	3	9.76	9.057	5.234	90	106.47	90	15	monoclinic	26	20	14	0	8	61	16	85	0	101	1.4	1.8	1.1	0	0.6	1.83	1	1.9	0	3.44	55.845	40.078	28.0855	0	15.9994	7.09	26.2	12.06	0	17.36	80	200	150	0	0.02658	62	160.8	37.3	0	5.3	2.87	5.58	5.43	0	6.83	4	4	3	0	2	8	2	14	0	16	2	4	-2	0.828	0.54	1.26	1.5333333333	0.6571428571	0.4285714286	0.288	0.8202438662	32.656	14.81	5.33	6.1679171384389E-06	26.91	64.7546666667	65.2869105328	66.8912073601	-0.6656494426	1.261726776
10405	R -3 c H	(Mg0.1Ca0.9)CO3	Calcite#CaCO3(hR10)	Althoff, P.L.	4.941(2) 4.941(2) 16.8540(20) 90 90 120	356.34	98.511	293	1977		Mg	0.1	Ca	0.9	C	1	_	0	O	3	4.941	4.941	16.854	90	90	120	167	trigonal	12	20	6	0	8	73	16	95	0	101	1.5	1.8	0.7	0	0.6	1.31	1	2.55	0	3.44	24.305	40.078	12.0107	0	15.9994	14	26.2	5.29	0	17.36	160	200	140	0	0.02658	71.2	160.8	11.3	0	5.3	3.21	5.58	3.57	0	6.83	3	4	2	0	2	2	2	14	0	16	2	4	-2	1.112	0.3	1.26	3.7066666667	0.8825396825	0.2380952381	0.812	1.0751649263	5.375	12.8	3.26	3.85587262253321E-06	6.75	71.3053333333	71.5684982596	74.8442176872	-0.4618885391	2.9083652968
40108	R -3 c H	(Mg.064Ca.936)(CO3)	Calcite#CaCO3(hR10)	Paquette, J.; Reeder, R.J.	4.9673(3) 4.9673(3) 16.96309(70) 90 90 120	362.47	99.0787	293	1990		Mg	0.064	Ca	0.936	C	1	_	0	O	3	4.9673	4.9673	16.96309	90	90	120	167	trigonal	12	20	6	0	8	73	16	95	0	101	1.5	1.8	0.7	0	0.6	1.31	1	2.55	0	3.44	24.305	40.078	12.0107	0	15.9994	14	26.2	5.29	0	17.36	160	200	140	0	0.02658	71.2	160.8	11.3	0	5.3	3.21	5.58	3.57	0	6.83	3	4	2	0	2	2	2	14	0	16	2	4	-2	1.12208	0.3	1.26	3.7402666667	0.8905396825	0.2380952381	0.82208	1.0797339239	5.375	12.8	3.26	3.85587262253321E-06	6.75	71.2818133333	71.5394672573	74.8442176872	-0.4578643852	2.9318852968
40109	R -3 c H	(Mg.129Ca.871)(CO3)	Calcite#CaCO3(hR10)	Paquette, J.; Reeder, R.J.	4.9382(4) 4.9382(4) 16.8320(10) 90 90 120	355.47	98.0537	293	1990		Mg	0.129	Ca	0.871	C	1	_	0	O	3	4.9382	4.9382	16.832	90	90	120	167	trigonal	12	20	6	0	8	73	16	95	0	101	1.5	1.8	0.7	0	0.6	1.31	1	2.55	0	3.44	24.305	40.078	12.0107	0	15.9994	14	26.2	5.29	0	17.36	160	200	140	0	0.02658	71.2	160.8	11.3	0	5.3	3.21	5.58	3.57	0	6.83	3	4	2	0	2	2	2	14	0	16	2	4	-2	1.10388	0.3	1.26	3.6796	0.8760952381	0.2380952381	0.80388	1.0714843448	5.375	12.8	3.26	3.85587262253321E-06	6.75	71.32428	71.5918843448	74.8442176872	-0.4651230024	2.8894186301
40647	P b c a	(Mg1.562Fe0.438)(Si2O6)	Pyroxene#MgSiO3	Domeneghetti, M.C.; Molin, G.M.; Tazzoli, V.	18.278(4) 8.863(2) 5.201(1) 90 90 90	842.55	214.6005	293	1985		Mg	0.781	Fe	0.219	Si	1	_	0	O	3	18.278	8.863	5.201	90	90	90	61	orthorhombic	12	26	14	0	8	73	61	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.83	1.9	0	3.44	24.305	55.845	28.0855	0	15.9994	14	7.09	12.06	0	17.36	160	80	150	0	0.02658	71.2	62	37.3	0	5.3	3.21	2.87	5.43	0	6.83	3	4	3	0	2	2	8	14	0	16	2	4	-2	0.83591	0.54	1.26	1.5479814815	0.6634206349	0.4285714286	0.29591	0.8233512076	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9479285185	73.4753697262	75.0912073601	-0.6660685294	1.2657701116
40648	P b c a	(Mg1.568Fe0.432)(Si2O6)	Pyroxene#MgSiO3	Domeneghetti, M.C.; Molin, G.M.; Tazzoli, V.	18.2810(40) 8.865(2) 5.201(1) 90 90 90	842.88	214.4113	293	1985		Mg	0.784	Fe	0.216	Si	1	_	0	O	3	18.281	8.865	5.201	90	90	90	61	orthorhombic	12	26	14	0	8	73	61	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.83	1.9	0	3.44	24.305	55.845	28.0855	0	15.9994	14	7.09	12.06	0	17.36	160	80	150	0	0.02658	71.2	62	37.3	0	5.3	3.21	2.87	5.43	0	6.83	3	4	3	0	2	2	8	14	0	16	2	4	-2	0.83624	0.54	1.26	1.5485925926	0.6636825397	0.4285714286	0.29624	0.8234808439	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9476474074	73.4748882513	75.0912073601	-0.6659734448	1.2660512227
40649	P b c a	(Mg1.561Fe0.439)(Si2O6)	Pyroxene#MgSiO3	Domeneghetti, M.C.; Molin, G.M.; Tazzoli, V.	18.2850(40) 8.867(2) 5.202(1) 90 90 90	843.42	214.6321	293	1985		Mg	0.78	Fe	0.22	Si	1	_	0	O	3	18.285	8.867	5.202	90	90	90	61	orthorhombic	12	26	14	0	8	73	61	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.83	1.9	0	3.44	24.305	55.845	28.0855	0	15.9994	14	7.09	12.06	0	17.36	160	80	150	0	0.02658	71.2	62	37.3	0	5.3	3.21	2.87	5.43	0	6.83	3	4	3	0	2	2	8	14	0	16	2	4	-2	0.8358	0.54	1.26	1.5477777778	0.6633333333	0.4285714286	0.2958	0.8233079956	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9480222222	73.4755302178	75.0912073601	-0.6661002217	1.2656764079
40653	P b c a	(Mg0.463Fe1.537)(Si2O6)	Pyroxene#MgSiO3	Domeneghetti, M.C.; Molin, G.M.; Tazzoli, V.	18.3840(40) 9.002(2) 5.236(1) 90 90 90	866.52	249.263	293	1985		Mg	0.232	Fe	0.768	Si	1	_	0	O	3	18.384	9.002	5.236	90	90	90	61	orthorhombic	12	26	14	0	8	73	61	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.83	1.9	0	3.44	24.305	55.845	28.0855	0	15.9994	14	7.09	12.06	0	17.36	160	80	150	0	0.02658	71.2	62	37.3	0	5.3	3.21	2.87	5.43	0	6.83	3	4	3	0	2	2	8	14	0	16	2	4	-2	0.77552	0.54	1.26	1.4361481481	0.6154920635	0.4285714286	0.23552	0.7996277751	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9993718519	73.563479627	75.0912073601	-0.6832750487	1.2143267783
40654	P b c a	(Mg0.465Fe1.535)(Si2O6)	Pyroxene#MgSiO3	Domeneghetti, M.C.; Molin, G.M.; Tazzoli, V.	18.3980(40) 9.003(2) 5.238(1) 90 90 90	867.61	249.1999	293	1985		Mg	0.233	Fe	0.767	Si	1	_	0	O	3	18.398	9.003	5.238	90	90	90	61	orthorhombic	12	26	14	0	8	73	61	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.83	1.9	0	3.44	24.305	55.845	28.0855	0	15.9994	14	7.09	12.06	0	17.36	160	80	150	0	0.02658	71.2	62	37.3	0	5.3	3.21	2.87	5.43	0	6.83	3	4	3	0	2	2	8	14	0	16	2	4	-2	0.77563	0.54	1.26	1.4363518519	0.6155793651	0.4285714286	0.23563	0.7996709872	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9992781481	73.5633191354	75.0912073601	-0.6832440608	1.214420482
40655	P b c a	(Mg0.468Fe1.532)(Si2O6)	Pyroxene#MgSiO3	Domeneghetti, M.C.; Molin, G.M.; Tazzoli, V.	18.396(4) 9.006(2) 5.237(1) 90 90 90	867.64	249.1053	293	1985		Mg	0.234	Fe	0.766	Si	1	_	0	O	3	18.396	9.006	5.237	90	90	90	61	orthorhombic	12	26	14	0	8	73	61	85	0	101	1.5	1.4	1.1	0	0.6	1.31	1.83	1.9	0	3.44	24.305	55.845	28.0855	0	15.9994	14	7.09	12.06	0	17.36	160	80	150	0	0.02658	71.2	62	37.3	0	5.3	3.21	2.87	5.43	0	6.83	3	4	3	0	2	2	8	14	0	16	2	4	-2	0.77574	0.54	1.26	1.4365555556	0.6156666667	0.4285714286	0.23574	0.7997141993	32.025	7.8	3.91	3.85587262253321E-06	19.9	72.9991844444	73.5631586437	75.0912073601	-0.6832130716	1.2145141857
51848	P n m a	(Cu0.9Zn0.1)(SeO3)	MgSeO3	Escamilla, R.; Gallardo Amores, J.M.; Moran, E.; Alario-Franco, M.A.	5.9502(1) 7.3632(4) 5.2601(3) 9 9 9	230.46	190.689	295	2002		Cu	0.9	Zn	0.1	Se	1	_	0	O	3	5.9502	7.3632	5.2601	9	9	9	62	orthorhombic	29	30	34	0	8	72	76	93	0	101	1.35	1.35	1.15	0	0.6	1.9	1.65	2.55	0	3.44	63.546	65.409	78.96	0	15.9994	7.11	9.16	16.42	0	17.36	400	120	0.52	0	0.02658	46.5	38.67	28.9	0	5.3	3.61	2.66	4.36	0	6.83	4	4	4	0	2	11	12	16	0	16	2	4	-2	0.871	0.64	1.26	1.3609375	0.6912698413	0.5079365079	0.231	0.7930760793	23.889625	4.44	4.7	3.61689814814815E-06	17.89	49.3700625	49.9321385793	51.4127639403	-0.6877679972	1.1438263889
51849	P n m a	(Cu0.8Zn0.2)(SeO3)	MgSeO3	Escamilla, R.; Gallardo Amores, J.M.; Moran, E.; Alario-Franco, M.A.	5.9416(2) 7.4081(3) 5.2437(2) 9 9 9	230.81	190.871	295	2002		Cu	0.8	Zn	0.2	Se	1	_	0	O	3	5.9416	7.4081	5.2437	9	9	9	62	orthorhombic	29	30	34	0	8	72	76	93	0	101	1.35	1.35	1.15	0	0.6	1.9	1.65	2.55	0	3.44	63.546	65.409	78.96	0	15.9994	7.11	9.16	16.42	0	17.36	400	120	0.52	0	0.02658	46.5	38.67	28.9	0	5.3	3.61	2.66	4.36	0	6.83	4	4	4	0	2	11	12	16	0	16	2	4	-2	0.872	0.64	1.26	1.3625	0.6920634921	0.5079365079	0.232	0.7934482408	23.889625	4.44	4.7	3.61689814814815E-06	17.89	49.3695	49.9309482408	51.4127639403	-0.687502778	1.1443888889
51850	P n m a	(Cu0.7Zn0.3)(SeO3)	MgSeO3	Escamilla, R.; Gallardo Amores, J.M.; Moran, E.; Alario-Franco, M.A.	5.9249(9) 7.4515(1) 5.2140(9) 9 9 9	230.19	191.053	295	2002		Cu	0.7	Zn	0.3	Se	1	_	0	O	3	5.9249	7.4515	5.214	9	9	9	62	orthorhombic	29	30	34	0	8	72	76	93	0	101	1.35	1.35	1.15	0	0.6	1.9	1.65	2.55	0	3.44	63.546	65.409	78.96	0	15.9994	7.11	9.16	16.42	0	17.36	400	120	0.52	0	0.02658	46.5	38.67	28.9	0	5.3	3.61	2.66	4.36	0	6.83	4	4	4	0	2	11	12	16	0	16	2	4	-2	0.873	0.64	1.26	1.3640625	0.6928571429	0.5079365079	0.233	0.7938204022	23.889625	4.44	4.7	3.61689814814815E-06	17.89	49.3689375	49.9297579022	51.4127639403	-0.6872374617	1.1449513889
51851	P n m a	(Cu0.6Zn0.4)(SeO3)	MgSeO3	Escamilla, R.; Gallardo Amores, J.M.; Moran, E.; Alario-Franco, M.A.	5.9166(8) 7.4949(9) 5.1895(7) 9 9 9	230.12	191.235	295	2002		Cu	0.6	Zn	0.4	Se	1	_	0	O	3	5.9166	7.4949	5.1895	9	9	9	62	orthorhombic	29	30	34	0	8	72	76	93	0	101	1.35	1.35	1.15	0	0.6	1.9	1.65	2.55	0	3.44	63.546	65.409	78.96	0	15.9994	7.11	9.16	16.42	0	17.36	400	120	0.52	0	0.02658	46.5	38.67	28.9	0	5.3	3.61	2.66	4.36	0	6.83	4	4	4	0	2	11	12	16	0	16	2	4	-2	0.874	0.64	1.26	1.365625	0.6936507937	0.5079365079	0.234	0.7941925637	23.889625	4.44	4.7	3.61689814814815E-06	17.89	49.368375	49.9285675637	51.4127639403	-0.6869720482	1.1455138889
51852	P n m a	(Cu0.5Zn0.5)(SeO3)	MgSeO3	Escamilla, R.; Gallardo Amores, J.M.; Moran, E.; Alario-Franco, M.A.	5.9099(7) 7.5375(6) 5.1618(4) 9 9 9	229.94	191.417	295	2002		Cu	0.5	Zn	0.5	Se	1	_	0	O	3	5.9099	7.5375	5.1618	9	9	9	62	orthorhombic	29	30	34	0	8	72	76	93	0	101	1.35	1.35	1.15	0	0.6	1.9	1.65	2.55	0	3.44	63.546	65.409	78.96	0	15.9994	7.11	9.16	16.42	0	17.36	400	120	0.52	0	0.02658	46.5	38.67	28.9	0	5.3	3.61	2.66	4.36	0	6.83	4	4	4	0	2	11	12	16	0	16	2	4	-2	0.875	0.64	1.26	1.3671875	0.6944444444	0.5079365079	0.235	0.7945647252	23.889625	4.44	4.7	3.61689814814815E-06	17.89	49.3678125	49.9273772252	51.4127639403	-0.6867065377	1.1460763889
51853	P n m a	(Cu0.4Zn0.6)(SeO3)	MgSeO3	Escamilla, R.; Gallardo Amores, J.M.; Moran, E.; Alario-Franco, M.A.	5.8997(2) 7.5896(3) 5.1182(4) 9 9 9	229.17	191.599	295	2002		Cu	0.4	Zn	0.6	Se	1	_	0	O	3	5.8997	7.5896	5.1182	9	9	9	62	orthorhombic	29	30	34	0	8	72	76	93	0	101	1.35	1.35	1.15	0	0.6	1.9	1.65	2.55	0	3.44	63.546	65.409	78.96	0	15.9994	7.11	9.16	16.42	0	17.36	400	120	0.52	0	0.02658	46.5	38.67	28.9	0	5.3	3.61	2.66	4.36	0	6.83	4	4	4	0	2	11	12	16	0	16	2	4	-2	0.876	0.64	1.26	1.36875	0.6952380952	0.5079365079	0.236	0.7949368866	23.889625	4.44	4.7	3.61689814814815E-06	17.89	49.36725	49.9261868866	51.4127639403	-0.6864409301	1.1466388889
51854	P n m a	(Cu0.3Zn0.7)(SeO3)	MgSeO3	Escamilla, R.; Gallardo Amores, J.M.; Moran, E.; Alario-Franco, M.A.	5.9047(3) 7.5971(3) 5.1176(4) 9 9 9	229.57	191.781	295	2002		Cu	0.3	Zn	0.7	Se	1	_	0	O	3	5.9047	7.5971	5.1176	9	9	9	62	orthorhombic	29	30	34	0	8	72	76	93	0	101	1.35	1.35	1.15	0	0.6	1.9	1.65	2.55	0	3.44	63.546	65.409	78.96	0	15.9994	7.11	9.16	16.42	0	17.36	400	120	0.52	0	0.02658	46.5	38.67	28.9	0	5.3	3.61	2.66	4.36	0	6.83	4	4	4	0	2	11	12	16	0	16	2	4	-2	0.877	0.64	1.26	1.3703125	0.696031746	0.5079365079	0.237	0.7953090481	23.889625	4.44	4.7	3.61689814814815E-06	17.89	49.3666875	49.9249965481	51.4127639403	-0.6861752255	1.1472013889
51855	P n m a	(Cu0.2Zn0.8)(SeO3)	MgSeO3	Escamilla, R.; Gallardo Amores, J.M.; Moran, E.; Alario-Franco, M.A.	5.9053(6) 7.6336(6) 5.0824(8) 9 9 9	229.11	191.963	295	2002		Cu	0.2	Zn	0.8	Se	1	_	0	O	3	5.9053	7.6336	5.0824	9	9	9	62	orthorhombic	29	30	34	0	8	72	76	93	0	101	1.35	1.35	1.15	0	0.6	1.9	1.65	2.55	0	3.44	63.546	65.409	78.96	0	15.9994	7.11	9.16	16.42	0	17.36	400	120	0.52	0	0.02658	46.5	38.67	28.9	0	5.3	3.61	2.66	4.36	0	6.83	4	4	4	0	2	11	12	16	0	16	2	4	-2	0.878	0.64	1.26	1.371875	0.6968253968	0.5079365079	0.238	0.7956812096	23.889625	4.44	4.7	3.61689814814815E-06	17.89	49.366125	49.9238062096	51.4127639403	-0.685909424	1.1477638889
67377	R -3 m H	Ba9(Ir3.2Mn5.8)O27	BaRuO3	Lang, C.; Mueller Buschbaum, H.	5.709(1) 5.709(1) 21.318(11) 90 90 120	601.72	2604.925	293	1990		Ba	1	_	0	Ir	0.356	Mn	0.644	O	3	5.709	5.709	21.318	90	90	120	166	trigonal	56	0	77	25	8	14	0	66	60	101	2.15	0	1.35	1.4	0.6	0.89	0	2.2	1.55	3.44	137.327	0	192.217	54.938045	15.9994	38.16	0	8.52	7.35	17.36	18	0	150	7.8	0.02658	272	0	54	68	5.3	5.02	0	3.84	8.89	6.83	6	0	6	4	2	2	0	9	7	16	2	3.9633333333	-2	1.49	0.73911	1.26	2.0159380877	1.1825396825	0.5865952381	0.75089	0.9727046777	41.861625	4.69	6.84	0.0020590379	11.49	276.7349519123	276.95676659	278.9757233578	-0.4916378448	1.3364766591
86161	R -3 c H	(Mg0.03Ca0.97)(CO3)	Calcite#CaCO3(hR10)	Falini, G.; Fermani, S.; Gazzano, M.; Ripamonti, A.	4.978(2) 4.978(2) 16.9879(20) 90 90 120	364.57	99.6149	293	1998		Mg	0.03	Ca	0.97	C	1	_	0	O	3	4.978	4.978	16.9879	90	90	120	167	trigonal	12	20	6	0	8	73	16	95	0	101	1.5	1.8	0.7	0	0.6	1.31	1	2.55	0	3.44	24.305	40.078	12.0107	0	15.9994	14	26.2	5.29	0	17.36	160	200	140	0	0.02658	71.2	160.8	11.3	0	5.3	3.21	5.58	3.57	0	6.83	3	4	2	0	2	2	2	14	0	16	2	4	-2	1.1316	0.3	1.26	3.772	0.8980952381	0.2380952381	0.8316	1.0840490884	5.375	12.8	3.26	3.85587262253321E-06	6.75	71.2596	71.5120490884	74.8442176872	-0.4540547549	2.9540986301
86162	R -3 c H	(Mg0.06Ca0.94)(CO3)	Calcite#CaCO3(hR10)	Falini, G.; Fermani, S.; Gazzano, M.; Ripamonti, A.	4.963(1) 4.963(1) 16.9570(60) 90 90 120	361.72	99.1418	293	1998		Mg	0.06	Ca	0.94	C	1	_	0	O	3	4.963	4.963	16.957	90	90	120	167	trigonal	12	20	6	0	8	73	16	95	0	101	1.5	1.8	0.7	0	0.6	1.31	1	2.55	0	3.44	24.305	40.078	12.0107	0	15.9994	14	26.2	5.29	0	17.36	160	200	140	0	0.02658	71.2	160.8	11.3	0	5.3	3.21	5.58	3.57	0	6.83	3	4	2	0	2	2	2	14	0	16	2	4	-2	1.1232	0.3	1.26	3.744	0.8914285714	0.2380952381	0.8232	1.0802415903	5.375	12.8	3.26	3.85587262253321E-06	6.75	71.2792	71.5362415903	74.8442176872	-0.4574166478	2.9344986301
88786	R -3 H	Na2Ge(TeO6)	FePSe3	Woodward, P.M.; Sleight, A.W.; Du, L.-S.; Grey, C.P.	5.10118(4) 5.10118(4) 15.9590(2) 90 90 120	359.65	342.164	293	1999		Na	1	_	0	Ge	0.5	Te	0.5	O	3	5.10118	5.10118	15.959	90	90	120	148	trigonal	11	0	32	52	8	11	0	84	92	101	1.8	0	1.25	1.4	0.6	0.93	0	2.01	2.1	3.44	22.98976928	0	72.64	127.6	15.9994	23.78	0	13.63	20.46	17.36	140	0	60	3	0.02658	162.7	0	40	38	5.3	4.23	0	5.66	4.45	6.83	3	0	4	5	2	1	0	14	16	16	1	5	-2	1.16	0.685	1.26	1.6934306569	0.9206349206	0.5436507937	0.475	0.8797935272	32.158	0.42	3.72	0.0009015778	12.41	164.4815693431	164.8863628703	166.6489846194	-0.5464011763	1.3093397478
